TF,EDGE_TYPE,ANALYSIS,TARGET,Log2FC,Pvalue,analysis_id,gene_id,gene_name,ANALYSIS_CUTOFF,ANALYSIS_METHOD,CONTROL,DATA_SOURCE/PUBLICATION,DOI,EXPERIMENT_TYPE,GENOTYPE,GROWTH_MEDIUM,GROWTH_PERIOD_DAYS,TECHNOLOGY/METHOD,TISSUE/SAMPLE,TREATMENTS,TREATMENT_TIME
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G23870,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G24503,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G25230,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G25610,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G26170,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G26500,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G26830,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G27025,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G27120,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G28150,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G28220,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G28640,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G29034,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G29590,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G30775,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G42800,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G44450,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G44550,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G45130,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G45940,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G46320,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G46640,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G46700,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G47680,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G48720,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G49620,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G50120,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G50140,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G50170,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G50970,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G51240,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G51280,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G51400,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G53230,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G53250,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G54150,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G54640,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G54750,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G57010,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G57240,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G57460,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G59350,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G59480,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G59550,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G59710,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G59750,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G59820,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G60120,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G61760,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G62090,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT3G62150,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G00150,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G00940,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G01335,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G02280,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G02750,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G03940,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G04700,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G05631,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G07820,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G08570,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G08770,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G08780,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G09420,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G10120,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G10250,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G10600,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G11400,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G11660,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G11890,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G11960,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G12290,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G12790,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G12980,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G13235,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G13410,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G13750,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G14270,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G14365,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G14465,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G14650,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G14820,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G15236,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G15417,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G16000,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G16146,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G16590,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G16660,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT4G16680,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
